Tweet ID,Time of Tweet,User ID,Text
1591215714773635073,2022-11-11 23:46:04+00:00,1588640101575319553,This tweet got this guy fired from #Coindesk. Are you kidding me lol? FTX SBF (Jewish) stole $10billion+ from investors. Also the 5th largest donor to dems in the midterms. Facts are illegal even in the decentralized dystopia that is crypto. #KANYEWASRIGHT #Ye https://t.co/n8P4lfw6Kf
